price,image,descriptions,name,category,rating,company/manufacture,id
3300,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr17.jpg?alt=media&token=f7a8fcc1-a9f1-4fed-9a57-3083af8f8d51,"* STRONG AND DURABLE MATERIAL: Siddhi drip irrigation Pipe is made from high-quality UV resistant Linear low-density polyethylene (LLDPE) material, is much stronger, and able to withstand greater impact and puncture damage. Unmatched resistance to chemicals and fertilizers commonly used in landscaping. It can be left out year-round, buried or on the surface, in any weather.\n * FUNCTION: Use as the mainline in a small Drip irrigation system or to branch off from larger Drip tubing systems to the micro-watering systems.\n * COMPATIBILITY: Compatible with sharp Fittings, Spot Watering Emitters, Micro-Bubblers, Misters, and Sprays. Flow regulated, self-flushing inline emitters deliver equal flow at a wide range of operating pressures.","Siddhi 12mm Flat Inline Drip Lateral 0.2 Thickness Meter Dripper 4 Litre Water Discharge per Hour Dripper (Thickness- 0.2 mm, 12mm-4 Ltr ,Hr-40cm)",irrigation,0,SIddhi Vinayak Enterprises,RXsmv4B42guRPztcXoB7
1260,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff19.jpg?alt=media&token=11f8ed27-4ba3-4f7f-ad2c-1c85390ef4c8,"Benefits/Advantages:\n * Highly concentrated source of P along with N\n * Helps in fast and healthy vegetative & root growth\n * Less hygroscopic and hence can be applied with other fertilizers\n * Low salt index – free from Na & Cl\n * Improves uptake of other nutrients\n\n Dosage/Recommendation:\n * Recommended before flowering & at initial stages\n * Suitable for the fertigation, foliar application, drip irrigation and hydroponics.\n * 5 gms per liter of water by drip fertigation/spray.","NPK 12:61:00 Mono Ammonium Phosphate, 100% Water Soluble Fertilizer, Best And Result Oriented.",fertilizers,0,SENTA AGRO INDUSTRIES,SKqGcnLNf1dcOChjxIIa
275,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd8.jpg?alt=media&token=47f18d9b-1ccc-4c11-8a23-0ddcc3e162b4,"Acidic Segment   First Picking: 65 DAT  High Yielder, Uniform Fruits  Tolerant to TLCV, and fusarium wilt, heat tolerant  Fruit Specification: 90-100 gm","JK Agri Kitchen Garden Seed Tomato Ratan, Tolerant to TLCV, Excellent Yield Quality",seeds,0,JK Agrigenetics Ltd ,SSH52cFQpY3jZUjHvDEL
1210,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr02.jpg?alt=media&token=fe14ab0e-70f7-4eea-9468-674ca533b03d,"Mini Plastic Sprinkler Size: 1/2"" 8 to 10 feet diameter Material: High impact heavy-duty plastic materials Economically easy to install. Uniformity of water distribution very high in windy condition. Design to ensure no damage to crop.","Angel Mini Plastic Sprinkler Half Inch Adjustable, ISI Marked, High impact heavy-duty plastic materials",irrigation,0,Angel Enterprise,SthtbYz4rCAFP6R9ESVc
10377,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq10.jpg?alt=media&token=6b4b03e3-8fc2-44f7-bd84-38bb3d311bf6,"Engine displacement: 52 cc, engine: 1.75 kW, carburetor: diaphragm Contains: 40 teeth blade, 2 teeth metal blade, 2 line bump feed strimmer trimmer, 2 stroke (52 cc) engine, rod, tool kit, headphone, goggle, and gloves Power: 1.75 kW, rpm: 6500, powerful and maintenance petrol engine Supplied with different types of blades and cutters for multi-purpose use, saves time, labor","Neptune Brush Cutter BC-520, 52CC Engine, 3 in 1 Brush 2 Stroke Grass Trimmer with 3 Blades",equipments,0,Neptune Fairdeal Products Pvt. Ltd,Ud4JoZhBO9NHjDvog5wn
670,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff13.jpg?alt=media&token=8957764d-5895-4e73-a889-c3671a758e7e,* Dosage: Seed Treatment - 5 to 10 gm/ 1 kg seed\n * Benefits: Helps in mobilizing Potash in the soil to plants. Its helps for accumulation of sugar in fruits and there by increases crop quality & yield. It enhances development of fruit size and colour.,"Biofert KMB - Potash Mobilizing Bacteria - 1x108CFU per gm Carrier-Dextrose - QS Water Soluble Base, For Increasing Crop Quality and Yields.",fertilizers,0,Newsol Agritechnologies (OPC) Pvt.Ltd. Nashik,V7MrTj1WMAeMxRYR5bYW
600,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff12.jpg?alt=media&token=01589aec-4b04-4f8e-90e0-3125b4ad1ad4,"* ROM-Rhizobium is a nitrogen-fixing bacterium that lives in symbiotic association with leguminous plants. These bacteria form root nodules in pulses, groundnut, soybean, and green manure crops and fix the nitrogen from the atmosphere benefitting the crop and soil. Nodules act like a mini fertilizer factory and continue to supply nitrogen until their decay. The leaf fall, root exudates, and the decay of nodules contribute to enriching soil nitrogen. This renders the use of less nitrogenous fertilizer to the succeeding crop after pulses or green manure cultivation. Native soil rhizobia are not as effective as selected elite rhizobia recommended for seed inoculation or soil application.\n * ROM-Rhizobium has a bacterial count of not less than 2×109 /g/ml and can be used in red gram, green gram, black gram, cowpea, Bengal gram, horse gram, groundnut, soybean, and green manure crops. This biofertilizer is available in liquid or powder formulation and can be easily applied on seed and soil.\n * Dosage: For seed treatment, 1 kg of Rhizobium is recommended for the seeds required for 1 acre. This shall be mixed with an adequate quantity of water, coated on seed, shade dried for 30 min, and sown.\n For soil application, 5 kg acre is to be applied after mixing with a small quantity of well-decomposed organic manure.",ROM Rhizobium For Groundnut (Biological Fertilizer) nitrogen-fixing bacterium,fertilizers,0,ROMVIJAY BIOO TECH PVT LTD,VFALfRCh8FoV0nnAi8f1
1999,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq06.jpg?alt=media&token=245f69bc-2a53-4571-aa81-fec3132a4ea1,Usage: Agricultural farms  Length: Mulching film 400 meter  Thickness: 30 microns  Colour: Black /Silver  Protect soil from water loss due to evaporation. Good for water conservation,"BHAGIRATH 30 Micron Mulching Film, Mulching Paper (Width-1 Meter, Length-400 Meter)",equipments,0,Bhagirath,WHv556jKXJZ4Jx4w1R27
33334,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq04.jpg?alt=media&token=72a8c528-f132-47e2-b4d5-88de75bfb964,"Perfect for the large scale farmers or small scale industries, this solar dryer can help boost their income a notch higher. The design of this solar dryer is modular, it can be customized according to the requirement starting from 40 kg.  Average Capacity: 100 kg   Features  Do It Yourself model (DIY): No expert required for installation. Light Weight and Portable. Foldable and Modular structure. Protection from Dust, Dirt, Rainfall, Insects, and Harmful UV radiation. Specifications  Size: 4 x 40 sq ft Maximum Temperature:  60 +- 10 Degree Celsius. Actual Size of solar dryer: Width: 46.5 inches Length: 510 inches. Height: 30 ( Ground height ) + 16 inches ( Tunnel height ). Solar Panel Capacity: 40 W 12 V. Air Flow: Forced Convection using 12 V Fan, Number of fan: 5  Applications: All types of fruits, vegetables, herbs, spices, flowers.","Samagra Commercial Purpose Solar Dryer, Perfect For The Large Scale Farmers Or Small Scale Industries",equipments,0,Raheja Solar Food Processing,WwuHHsNzaHQEDZ7S8X4e
599,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq05.jpg?alt=media&token=2b5d9ed6-d8db-4d44-8cd9-05495cdb0454,"Reduces the Applications of Harmful Pesticide.  Economically Affordable, easy to install and manage. If used properly can detect low numbers of insects. Specially designed trap for all Moths (Lepidoptera). Helps in reducing the damage to the crop. Lure working day in field life 30- 45 days, depending on weather conditions. It is Specially used for Brinjal. Per acre 10 traps and lures are required.  ",Funnel Pheromone Trap with Brinjal Lure for (Leucinodes Orbonalis) Brinjal Fruit and Shoot Borer Insect.,equipments,0,Green Revolution,XgVYiFG1UVsDBlgLoKh6
1421,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq07.jpg?alt=media&token=1eaf46b3-286a-4466-8bfe-644c15c9f9e4,"HDPE Organic Vermicompost Maker Bed for Agricultural Purposes  Manufacturer By: - Mega Polymers Industries  BRAND: - MEGA-TEX  Material: - HDPE Crush with UV STABILIZE PLASTIC  Processor: - Heat Sealed     Size: - 12ft x 4ft x 2ft ,10ft x 4ft x 2ft and 08ft x 4ft x 2ft. and 06x04x2  GSM: - 250/350/450 GSM, Multilayer HDPE Fabric           Features: HDPE Vermicompost Bed  Durable and easy to install Long-lasting material, UV stabilized Excellent multi-threaded stitching quality Very helpful to produce vermicompost, earthworms and organic manure for agriculture use. Expected life: 3 Years for 250 GSM, 5 Years for 350 GSM, 7 Years for 450 GSM.   Specifications: HDPE Vermicompost Bed  Product Type: Vermicompost Bed. Colour: Green. Material: HDPE. Shape: Rectangle UV stabilized: Yes. UV Protected: Yes. Biodegradable: Yes. No. of pockets for bamboo: 16. Bed Temperature: 20-30 Degree Celsius. Selling Type: - Hydraulic Heat Seal process. Durable, long-lasting, waterproof. Air ventilation window for healthy compost. Vermi wash Outlet. Item Shape: - Rectangular. ",MEGATEX HDPE 450 GSM organic Vermi Compost maker Bed Green Premium Quality,equipments,0,Mega Polymers Industries,YYXPcaQ0Jwwi6ZLdstyU
235,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd18.jpg?alt=media&token=876c0c73-60f7-4152-8224-67ab69d6dd08,"* Vigorous plants with impressive fruit set.\n * Dark green fruit.\n * Fruit weight 90 gm, & 4.5 x 17 cm.\n * Maturity 50-55 days after sowing.","JK Agri Kitchen Garden Seed Hybrid Bitter Gourd JK Fresh, Karela Seeds, Suitable For Kitchen Garden And Small Garden",seeds,0,JK Agrigenetics Ltd,YyBSUY7YRbyeei6scRpx
5199,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq01.jpg?alt=media&token=0eeec8fe-09e4-4db3-a0ca-81cea35e2d78,"Pad Corp Double Bull Battery Operated Sprayer 12 Volt x 14 Amp, Tank Capacity 18 Liter, 4 Set Of Nozzles, High Pressure Double Motor  1. Super Strong tank with 18-liter capacity, high-density polyethylene tank. Original Pad Corp printed double strong belt with cushion, High Quality Luxury Back Support Double Bull Comes with 12voltx14 High Quality Battery, Charge time 8 Hrs & Spray time 4 hours for single motor use and 2 to 2.5 hours for Double motor use  2. In accessories super quality stainless steel Telescopic lance comes with four types of Nozzles, Super Fast 1.7 Ah Battery Charger With Led Light Indicates, Filter, One feet high-pressure gun, 3-way lance, one lance extension, 9 watt LED Bulb With 15 Feet wire and on/off button, Back support.  3. Pad Corp DOUBLE BULL Battery Operated Sprayer, Highest Selling Product can be used for spraying in Agriculture, Horticulture, Garden, Pest Control, etc.  4. Comes with High-Pressure Double Motor, Knapsack Sprayer, LED Indicator, Pressure Regulator Button, Two-button to operate motors  WARRANTY: 6 MONTHS FOR BATTERY",Pad Corp Double Bull Battery Operated Sprayer 12 Volt x 14 Amp (18 Liter Capacity) High Pressure Double Motor,equipments,0,Pad Corp,ZtfSB8bM95Sjd4KwOPeN
396,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd7.jpg?alt=media&token=fbfad697-8d58-49ec-b165-c57e6b468153,"Crop type : Long Uniform Cylindrical Crops Maturity : 80 to 90 days Extra Description : Golden Yellow Kernels, Very Sweet, High Yielding Variety. Recommended for the winter season. Seed Requirement : 3 to 4 kg per acre Germination : 80 to 90 % Growing Condition : prepare the bed for germination","Sweet Corn Sweety 80 - Shine Brand Seed (25 Seeds) Kitchen Garden Seed, High Yielding Variety",seeds,0,Shine Brand Seeds,a9PdS4hDmIkrFkJiSLg8
1955,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff09.png?alt=media&token=83fb2e55-bd93-47f6-aad7-67d205957db5,"Our state of the art products use Nano technology to give the best output for every crop, these products are certified in the United Kingdom and are 100 percent organic products with fast acting formula when compared to other organic products, hence now transition from chemical fertilizers to organic fertilizers is easier than you think, We are glad to present to you Cytokine  Cytokine is for growth promoter & cell division  Target crops/ plants: Useful for all kind of crops, fruits & vegetables  Direction of use: Foliar spray dissolve 10  ml of this product per 200 liter of water and spray on leaves to cover 1 acre.  Fertigation: Apply 10 ml of this product per acre through drip irrigation.","Zeal Biologicals Cytokine Zyme Fertilizer , Useful For All Kind Of Crops, Fruits And Vegetables , 100% Organic Products",fertilizers,0,Zeal Biologicals,cr783ba9ndOKqO4bQY8S
225,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd14.jpg?alt=media&token=93171dc1-3954-48df-9f80-e52ca5fbcebc,Length - 15 to 20 cm\n Weight - 120 to 160 gm\n Maturity - 85 to 90 days\n Extra Description - Deep orange color cylindrical roots Seed\n Requirement - 4 to 5 kg per acre\n Germination - 80 to 90 %,"Carrot Shine Early Nantes Imported Kitchen Garden, Gaajar Seeds, Best In Taste.",seeds,0, Shine Brand Seeds,ewAfuqh86n0aFchROkkW
250,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq15.png?alt=media&token=8d14b108-df7e-4af9-857e-24af4013d87b,"RATO’N TRAPPER:\n The Rato’n Trapper is a trapping all kind of RAT/Mouse in various location area such as office, Food storage area, Production area, Ware house, False ceiling and it is a directly ready to use.\n DESCRIPTION:\n Rato’n Trapper are made using natural or synthetic adhesive applied to cardboard. It is non-poisonous sticky glue, spread over card boards and kept in places where rats frequent, which gets them stuck to it when they pass over it. The rat will subsequently die from dehydration and Choke. A bait may also be placed on the cardboard to attract the rats.\n FEATURES:\n * Standard Size of our Rato’n Trap –   33.5 cm*10.8 cm.\n * Rato’n Trapper are nontoxic, no poison, non dropping glue.\n * Rato’n Trapper hold the dead mouse so there are no worries about mice dying and smelling in hidden places.\n * You can easily dispose of the dead mouse and trap together, just wrap them and put them in the garbage.\n * You don’t have to clean and re-set and re-bait glue traps.\n * Can be used in Residence, Garden, Offices, Restaurants, Hospitals, false ceiling Etc. ","Rato'n Trapper Small (Mouse Glue Trap) Production Area, Warehouse, False Ceiling and It is a directly ready to use",equipments,0,Green Revolution,fgpq3dnnsrOoJMWMauRy
9199,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq01.jpg?alt=media&token=0eeec8fe-09e4-4db3-a0ca-81cea35e2d78,"NEPTUNE SIMPLIFY FARMING 58 CC 3.5 HP Magnesium Body Petrol Chainsaw with 22 inch Cutter Bar, 2 Stroke Engine  POWERFUL 58CC ENGINE Neptune Powerful 58cc Chainsaw combines high performance with better fuel economy and lowers exhaust emissions. for storm clean-up and medium-size tree cutting, also good for small and large size tree cutting, trimming and pruning, and firewood cutting. 22-inch LOW-KICKBACK SAW CHAIN Significantly reduces the chance of kickback and the intensity of kickback. A side-mounted chain tensioner allows for easier access to the chain tensioning device. AUTOMATIC GEAR DRIVEN OILER Provides consistent lubrication to the bar anytime the chain is turning. REDUCED VIBRATION HANDLE Minimizes operator fatigue and makes the gas chainsaw balanced, and comfortable to operate.  Approx weight with accessories: 10 Kg 600 Grams.","Neptune 58cc 3.5 HP Magnesium Chain Saw with 22-Inch Cutter Bar (CS-58), Powerful Engine",equipments,0, Neptune Fairdeal Products Pvt. Ltd,h1orHXFjWrCiOObybMa5
849,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr04.jpg?alt=media&token=e90bd37f-7f7a-446b-ad9f-2f77926dd18b,"Material: LDPE. ISO Certified Product. Bhagirath Pipe is one of the simplest and easiest methods to water garden plants. This can be used to water plants in terrace, balcony, ground garden space and more. 25 Mtr Free Accessories : Joinner - 2 Pieces , Tee - 2 Pieces, End Cape - 2 Pieces  50 Mtr Free Accessories : Joinner - 5 Pieces , Tee - 5 Pieces , End Cape - 5 Pieces, Cock - 2 Pieces.  100 Mtr Free Accessories : Joinner - 10 Pieces , Tee - 10 Pieces , End Cape - 10 Pieces, Cock - 5 Pieces. 300 Mtr Free Accessories : Joinner - 20 Pieces , Tee - 20 Pieces , End Cape - 20 Pieces, Cock - 10 Pieces.  ","Bhagirath Drip Irrigation 16mm Diameter Main Supply Pipe & Accessories, LDPE Material",irrigation,0,Bhagirath ,hbV6dxHVwtx4VqKvLDfW
20946,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq11.jpg?alt=media&token=50ea9b98-2572-4fd0-ac7b-44cdcedb747d,"* COLOUR - Silver\n * FINISH TYPE - Metal\n * MATERIAL - Stainless Steel\n * PREMIUM MATERIAL - All parts touched with the food are made of stainless steel. The base of this sugarcane press adopts cast iron with a painting handle wheel. Durable and sturdy to use.\n * ADJUSTABLE KNOB - Two knobs mounted on the top of the sugarcane press, can be adjusted to control the gap between the roller, greatly increasing the rate of juice.\n * EASY TO OPERATE - Manually operated with a handwheel that is great for simple operation and effortless juicing. The juice and dregs can be separated automatically. Easy to clean sugarcane machine.\n * WELL-DESIGNED DETAILS - Appropriate feeding port size and depth facilitate the entry of sugar cane. The cane juicer also features the large-diameter dregs outlet with an inclined design, which can effectively discharge the dregs. Multi-gear rotation saves time and energy.\n * VERSATILE APPLICATION - This manual sugar cane juicer can be used to squeeze sugar cane as well as ginger, apples, sorghum bar, corn stalk, and so on. Widely used in fruit shops, drink shops, and other self-employed or small beverage service industries.\n * Approx weight with accessories: 30 Kg.   ","Neptune Manual Sugar Cane Juice Machine For Commercial Use, Premium Material, Adjustable Knob",equipments,0,Neptune Fairdeal Products Pvt. Ltd,i17A73VgQ9pnXXkLy8mJ
225,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd12.jpg?alt=media&token=3fdc321f-2a90-4b84-81a4-51ec4a1b3e30,"Maturity - 55 To 58 Days\n Head Weight - 800 Gm To 1.2 Kg\n Sowing Time - August To December\n Number Of Seeds - 50 Seeds In One Packet\n Key Features - Leaves Are Dark Green & Broad Very Tasty & High Yielding, Upright Growth Yearly Maturing Gives 4 To 6 Cutting. Good For Health\n Extra Description - This Hybrid Variety Is Very Compact With Green Leaves Maturity Green Leaves\n Seed Requirement - 70 To 100 Gm Per Acre\n Germination - 80 to 90 %","Cabbage Green Ball F1 - Shine Brand Seeds Kitchen Garden Gobhi Ke Beej, Kobi Na Bee",seeds,0,Shine Brand Seeds,iMyi1EPP7jdOypsAURfd
250,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd3.jpg?alt=media&token=0184f9af-4abf-43de-b11e-450761f62270,"Sarpan Balsam-8  Light pink flowers, fully double, profuse bearing Plants 50-60 cm tall Excellent for bedding and potting.","Sarpan Balsam-8 Flower Seed, Light pink flowers, Excellent for bedding and potting",seeds,0,Sarpan Seeds,jAXvMOKwPBL1QedTyxHK
6473,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq12.jpg?alt=media&token=2254c260-969c-4595-ba51-df01658e113c,"* ISI marked sprayer, efficient for spraying on tall trees and long-distance spraying.\n * Pump assembled with sturdy m. S. Frame.\n * Long suction 2-meter hose with strainer and 5 meters long.\n * Detachable pressure vessel with high capacity. and easy maintenance.\n * Used for Spraying field crops, Orchards, tea, coffee, rubber estates, apple, cashew nuts.\n * Develops 80-90 Ibs pressure.\n * Approx weight with accessories: 10 Kg. ","Neptune Foot Sprayer , Plastic Portable Sprayers for Big Mango Tree, Efficient for Spraying On Tall Trees and Long-Distance Spraying (Black)",equipments,0,Neptune Fairdeal Products Pvt. Ltd,jcJXtmA6A31hcmPxnbUn
5244,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr11.png?alt=media&token=7e51d19a-408b-4133-af07-5c4aa28fd422,"* Just give a miss call to operate your motor from any part of the globe.\n * Works for motors of any capacity 3 Phase . Use your existing mobile to operate the device. Operate with any SIM operator in your region. SMS alerts for motor ON/ OFF and during power failure and power Restore.\n * SMS Alerts on SIM Changed (Anti-theft Protection)\n * Water flow sensor to turn off the motor during dry run\n * Register up-to 4 users per device, Android APP for easier usage, status inquiry and for scheduling the motor run times.",Agromate Motor Controller,irrigation,0,NGE INDUSTRIES,kMkW4UG2FxPQpprOJG6U
199,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Firr13.jpg?alt=media&token=763c5b3d-2679-477a-b74b-36dd32c9dfd9,"* Automatic water your plants and flowers precisely and at ease,Watering the garden, potted plants, shrubs and trees is no longer a chore.\n * Drip Irrigation system saves 70 % of water and also right amount of water slowly and precisely right where your plant needs it - Can be used to water plants in Terrace, Balcony, Ground Garden space.\n Package Contains:\n * 10 Plant Drip kit: 5-meter Feeder Line Pipe 4mm, 10 Drip Emitters,10 Feeder to main supply line connectors,10 Emitters Stakes.\n * 20 Plant Drip Kit: 10meter Feeder Line Pipe 4mm, 20 Drip Emitters,20 Feeder to main supply line connectors,20 Emitters Stakes.\n * 50 Plant Drip Kit: 15meter Feeder Line Pipe 4mm, 50 Drip Emitters,50 Feeder to main supply line connectors,50 Emitters Stakes.  ","PEP Solution Drip Irrigation Garden Watering Plants KIT Feeder Line Supply 4mm Drip Emitters, Pin Connectors & Emitter Stacks",irrigation,0,PEP Solution,lawPCq3FZy10mluiek4f
6121,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq13.jpg?alt=media&token=b403d083-1647-4900-94f5-e800ea7ca5a2,"* Plunger x dia: 3x22, suction/output: 22 l/min, rpm: 800-1200, pressure: 2.0-4.5 mpa, type- tractor mounted\n * Required power: 2 hp, hose pipe: 6 feet and 7 feet, no. Of piston: 3\n * Stainless steel piston, easily attached with a tractor, useful for high-pressure spraying, two people can spray at the same time, can be mounted on a tractor.\n * Also compatible with engine or motor, ideal for orchards and high terrains, lightweight and compact construction, sturdy and rugged construction, heavy-duty, stainless steel piston.\n * ","Neptune Simplify Farming Tractor Mounted, HTP Sprayer (HTP 22 Silver), Stainless steel piston, easily attached with tractor, useful for high pressure.",equipments,0,Neptune Fairdeal Products Pvt. Ltd,m97easqXR6fYm8foDwBn
1420,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff01.jpg?alt=media&token=355090d8-8fea-4885-8543-c832aefce7ed,"A Mycorrhiza based biological product which enhances absorption of nutrients such as phosphorus, potash, sulfur, magnesium, boron, zinc, etc through a symbiotic relationship with the plant roots. It also provides drought tolerance and immunity against disease.  Crops : Rice, wheat, vegetables, sugarcane, oilseeds, cotton, fodder, etc.  Use This fertilizer and save up to 30% other chemicals fertilizer.  Dose : 2.5 kg/acre while sowing/transplanting","Ecomax G Bio Fertilizer, Provides Immunity Against Disease",fertilizers,0,JU AGRI SCIENCE PVT LTD,n862B65NVCUvs06RYG4H
181,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd10.jpg?alt=media&token=51135811-7083-4f68-b7ac-3b14745b8b62,"Potting Medium: Manure rich soil Pot Size: 12 inch Seed Placement: ½ inch Water Requirement: Regular watering, keep moist Sunlight: Bright & Sunny spot Sowing Distance: 1 plant per pot Sowing Time: June to November (15 degree to 30 degree)","Gro Golden Kitchen Garden Hybrid Brinjal Seeds (60 Seeds) Best Kitchen Garden Brinjal Seeds , Bengan ke Beej",seeds,0, Gro Golden Seeds,oM265BijrJbg3117ayni
1745,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff18.jpg?alt=media&token=793690c2-9ae9-4126-a7bc-325f40ec269d,* Effective: 1 kg for 5 Acre.\n * Dosage: 1-2 gram/ 1 gram litre of water.\n * It increases the transistion and storage of the digested materials.\n * Makes the digestion phase longer and dense,"Geolife Potassium Nitrate Npk 13:00:45 Water Soluble Fertilizer , It Increases The Transition And Storage Of The Digested Materials",fertilizers,0,Geolife Agritech India Pvt. Ltd,oVwtIPiObglkFlKQdoYQ
3388,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Ff05.jpg?alt=media&token=ee013bae-b851-45a3-a5af-a361b56f5dee,"It is a free flowing, 100% water-soluble product and recommended to used for drip Fertigation or foliar spray. Contains Nitrogen, Phosphorus and Potassium in equal ration.  Dose:- 5 gms per litre of water by drip fertigation/spray.  Water soluble complex fertilizer containing primary nutrients in a balanced ratio It is used as a foliar spray on crops for higher yields Contents:  Nitrogen as N = 19.0%, Phosphorus as P2O5 = 19.0%, Potassium as K2O = 19.0% Legal Disclaimer - For agriculture and Gardening use only. The product is beyond our control hence we are not responsible for any damage.","Aquarius Agro NPK 19:19:19 Water Soluble Fertilizer, 100% Water Soluble, Contain Nitrogen, Phosphorus And Potassium.",fertilizers,0,AQUARIUS AGRO CHEMICALS PVT. LTD.,ocva6r8l1D5onN5HnoFN
24072,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq09.jpg?alt=media&token=ead61032-737f-4279-96ab-a9a72a5c86f5,"The smoke fog duel-use machine is very advanced agriculture machinery. Unlike the traditional fogging machine, it can not only be used for urban sanitation, large-scale epidemic prevention, and brake insect sterilization in public places but also can be used for pesticide spraying of fruit trees, rice, corn, and another crop. In order to improve the utilization rate of agriculture machinery and reduce operating costs, under the premise of ensuring agriculture technology requirements, it has a wide range of versatility and a high degree of comprehensive utilization & machine has the advantage of easy start, easy maintenance, best performance & stable quality.  Specifications:-  Model no: vapl-tf-180 p  Displacement:-48 cc  Flow rate:-2.0 L/Min  Chemical tank capacity:-2.5 Ltr  Medicine box capacity:-8 L X 2","Vinspire Thermal Fogging Machine VAPL TF 180 P, Light Weight, Easy To Use And Install.",equipments,0,VINSPIRE AGROTECH (I) PVT LTD,qEFHyqD2YxpCHUT9G5zj
251,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Fsd17.jpg?alt=media&token=25047237-7e2f-40c4-9a7a-eee0077c1750,* Mix of all colors\n * Double size flowers\n * Good for bedding.,"Sarpan Balsam Grand Mix - Perfect For Garden, Mix Of All Colors, Double Size Flowers",seeds,0,Sarpan Seeds,qNCbgLBRUy1jDSQNoexe
6910,https://firebasestorage.googleapis.com/v0/b/kisan-mitra-f388f.appspot.com/o/products%2Feq16.jpg?alt=media&token=d2c3e760-7f9d-4f7a-9a83-75ca23fcedb8,"* Material - Plastic\n * Brand - TUFFPAULIN\n * Water Resistance Level - Waterproof\n * Fabric Weight - 200 Grams per Square Meter\n * Ultraviolet Light Protection - Yes\n - Large Multi-Purpose Poly Tarp\n - Durable polyethylene material\n - Reinforced rope edges\n - Coated for easy maintenance\n - Weather-resistant TUFFPAULIN heavy\n - Duty poly outdoor tarp offers multiple uses for flatbeds, boats, trailers, lumber, and more.\n - It can even be used for hay, dump trucks, and camping shelter among other things.\n - The multi-use tarp works great as a ground base for a tent or to take backpacking in case of rain, snow, or sun or to set gear on from getting wet or dirty.\n - The tarp is waterproof and features rust-resistant grommets every 2 Inches.","Tuffpaulin 200 GSM Transparent Hay Covers, Heavy Duty Material, Weather Resistant, Multi Purpose Usage",equipments,0,TUFFPAULIN,rfkTbX1G1HUcFMxL2lSK
